fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_outstanding,absentee_max_ballots,provisional_outstanding,provisional_count_progress,results_loefflerk,results_warnockr,results_collinsd,results_taylork,results_jacksond,results_graysond,results_jamesj,results_liebermanm,results_johnsonw,results_johnson_shealeyt,results_jacksona,results_sladej,results_winfieldr,results_slowinskib,results_buckleya,results_bartella,results_fortuinj,results_greenem,results_tarvere,results_stovallv,results_write_ins,results_absentee_loefflerk,results_absentee_warnockr,results_absentee_collinsd,results_absentee_taylork,results_absentee_jacksond,results_absentee_graysond,results_absentee_jamesj,results_absentee_liebermanm,results_absentee_johnsonw,results_absentee_johnson_shealeyt,results_absentee_jacksona,results_absentee_sladej,results_absentee_winfieldr,results_absentee_slowinskib,results_absentee_buckleya,results_absentee_bartella,results_absentee_fortuinj,results_absentee_greenem,results_absentee_tarvere,results_absentee_stovallv,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,state,retrieved_time,results_kellym,results_mcsallym,results_absentee_kellym,results_absentee_mcsallym
13237,Putnam,11694,9482,5,5,"As a precinct in the FIRST cumulative report, along with regular precincts",99,11855,>98%,>98% reported,edison,10,unknown,,8776,,,4208,2445,3594,61,408,152,101,157,84,92,92,53,53,48,30,29,15,28,24,20,0,3385,2084,2947,38,319,121,81,121,56,71,56,37,34,32,18,20,8,20,19,15,0,2020-11-24T13:26:48Z,5.25056,R+5,Loeffler +5,republican,georgia,2020-12-04T11:16:25.138358Z,,,,
13239,Quitman,1077,767,2,2,None,97,1106,97%,97% reported,edison,10,unknown,,990,,,285,283,262,8,85,15,18,27,11,21,7,23,7,1,2,3,2,6,8,3,,202,205,213,6,49,10,11,18,6,12,4,10,3,0,0,3,2,3,8,2,,2020-11-24T13:26:48Z,0.1857,R+0.19,Loeffler +0.19,republican,georgia,2020-12-04T11:16:25.138358Z,,,,
13241,Rabun,9386,8005,1,1,Released as a precinct at the end of tabulation,98,9568,98%,98% reported,edison,10,unknown,,9325,,,2475,1223,4576,69,191,102,42,207,74,53,86,41,21,71,39,28,30,15,26,17,,2075,1132,3927,45,161,78,34,177,51,43,64,35,16,49,30,19,26,10,22,11,,2020-11-24T13:26:48Z,22.3844,R+22,Collins +22,republican,georgia,2020-12-04T11:16:25.138358Z,,,,
13243,Randolph,3022,2303,5,6,Other,98,3074,98%,98% reported,edison,10,all,,2326,,,706,1179,580,10,249,29,38,37,16,62,15,38,10,5,9,12,5,12,10,0,,562,918,451,5,163,17,27,27,13,47,9,22,7,4,6,9,2,7,7,0,,2020-11-24T13:26:49Z,15.65189,D+16,Warnock +16,democrat,georgia,2020-12-04T11:16:25.138358Z,,,,
13245,Richmond,85744,65018,60,68,None,99,87016,>98%,>98% reported,edison,10,some,,59720,,,15394,34331,9076,396,7479,566,2709,2086,453,2386,595,1030,775,505,312,272,271,243,6624,241,,10631,28316,6362,236,5293,326,1955,1449,262,1674,339,666,543,284,195,208,197,166,5759,157,,2020-11-24T13:26:49Z,22.08551,D+22,Warnock +22,democrat,georgia,2020-12-04T11:16:25.138358Z,,,,
13247,Rockdale,44212,38048,16,16,Released as a precinct as first report of the night,99,44686,>98%,>98% reported,edison,10,unknown,,42981,,,7323,21942,4412,196,4103,247,1274,1052,155,1395,236,551,360,208,127,118,109,102,188,114,,5948,19915,3661,133,3424,189,1046,852,112,1152,179,422,282,144,95,89,90,62,170,83,,2020-11-24T13:26:49Z,33.06568,D+33,Warnock +33,democrat,georgia,2020-12-04T11:16:25.138358Z,,,,
13249,Schley,2226,1863,1,1,Released as a precinct as first report of the night,98,2275,98%,98% reported,edison,10,unknown,,1795,,,774,315,863,29,66,34,11,17,25,16,30,13,0,9,5,3,3,10,2,1,,647,271,725,21,57,29,9,13,21,13,24,11,0,6,2,3,2,7,2,0,,2020-11-24T13:26:49Z,3.9982,R+4,Collins +4,republican,georgia,2020-12-04T11:16:25.138358Z,,,,
13251,Screven,6457,4599,12,12,Other,97,6628,97%,97% reported,edison,10,unknown,,4550,,,2078,1685,1475,55,422,88,113,128,66,129,47,35,25,27,18,13,10,15,21,7,,1430,1312,1009,29,309,55,77,92,43,94,27,26,19,19,15,7,7,7,17,5,,2020-11-24T13:26:49Z,6.08642,R+6,Loeffler +6,republican,georgia,2020-12-04T11:16:25.138358Z,,,,
13253,Seminole,3743,2535,4,5,Other,96,3884,96%,96% reported,edison,10,some,,2571,,,1021,419,1263,48,345,96,80,108,49,84,50,37,38,14,25,19,8,12,18,9,,619,354,833,23,245,70,57,79,35,59,34,26,30,7,16,12,5,9,15,7,,2020-11-24T13:26:49Z,6.4654,R+6,Collins +6,republican,georgia,2020-12-04T11:16:25.138358Z,,,,
13255,Spalding,29713,21033,16,18,None,99,30116,>98%,>98% reported,edison,10,all,,23630,,,9759,8543,6858,211,1338,330,470,431,217,453,244,196,109,182,97,69,51,50,53,52,,6627,6697,4910,114,883,192,294,284,114,301,138,117,65,71,56,34,33,29,42,32,,2020-11-24T13:26:49Z,4.09248,R+4,Loeffler +4,republican,georgia,2020-12-04T11:16:25.138358Z,,,,
13257,Stephens,11638,10112,1,1,Released as a separate subtotal as first report of the night,98,11885,98%,98% reported,edison,10,unknown,,9197,,,2126,1144,6652,103,391,182,127,222,102,99,147,54,31,85,39,31,34,21,25,23,,1827,1008,5889,74,337,148,103,192,76,81,114,41,27,60,33,26,25,13,22,16,,2020-11-24T13:26:49Z,38.88984,R+39,Collins +39,republican,georgia,2020-12-04T11:16:25.138358Z,,,,
13259,Stewart,1906,1401,3,4,None,96,1990,96%,96% reported,edison,10,unknown,,1402,,,327,764,390,6,183,20,37,64,7,31,5,22,13,5,2,5,2,10,8,5,,228,603,295,4,122,13,23,35,6,22,2,15,11,2,1,3,2,7,4,3,,2020-11-24T13:26:49Z,19.62225,D+20,Warnock +20,democrat,georgia,2020-12-04T11:16:25.138358Z,,,,
13261,Sumter,11978,9297,11,11,Merged into voters' home precincts and released with cumulative results,99,12150,>98%,>98% reported,edison,10,some,,10757,,,2553,4474,2735,78,808,88,190,270,74,240,94,71,58,36,17,50,23,49,57,13,,1896,3759,2025,50,600,64,141,211,41,176,65,54,39,17,14,38,17,36,46,8,,2020-11-24T13:26:50Z,14.51828,D+15,Warnock +15,democrat,georgia,2020-12-04T11:16:25.138358Z,,,,
13263,Talbot,3452,2455,7,7,Merged into voters' home precincts and released with cumulative results,98,3522,98%,98% reported,edison,10,unknown,,2304,,,677,1531,621,16,215,22,60,50,26,84,18,29,27,14,16,5,11,7,20,3,,451,1183,429,9,136,11,37,30,16,62,10,18,17,8,8,4,4,5,15,2,,2020-11-24T13:26:50Z,24.73928,D+25,Warnock +25,democrat,georgia,2020-12-04T11:16:25.138358Z,,,,
13265,Taliaferro,884,690,2,2,None,95,928,95%,95% reported,edison,10,unknown,,946,,,178,343,150,2,112,8,18,16,6,12,5,11,4,0,3,4,2,4,5,1,,130,286,112,2,86,6,15,13,5,9,3,6,3,0,3,2,2,2,4,1,,2020-11-24T13:26:50Z,18.66516,D+19,Warnock +19,democrat,georgia,2020-12-04T11:16:25.138358Z,,,,
13267,Tattnall,7937,6025,8,8,Other,97,8183,97%,97% reported,edison,10,unknown,,5459,,,3047,1200,2332,160,328,129,98,130,95,102,73,36,23,41,43,26,20,23,18,13,,2264,982,1812,110,237,89,73,98,62,68,58,28,18,21,32,16,15,16,17,9,,2020-11-24T13:26:50Z,9.00844,R+9,Loeffler +9,republican,georgia,2020-12-04T11:16:25.138358Z,,,,
13269,Taylor,3769,3129,3,3,Released as a separate subtotal as first report of the night,98,3839,98%,98% reported,edison,10,unknown,,2794,,,1173,962,1050,34,209,50,37,50,42,41,20,13,20,13,10,13,6,7,12,7,,1011,767,903,23,157,45,28,35,34,34,15,10,12,11,8,8,6,4,11,7,,2020-11-24T13:26:50Z,3.26347,R+3,Loeffler +3,republican,georgia,2020-12-04T11:16:25.138358Z,,,,
13271,Telfair,4189,2951,5,6,None,97,4333,97%,97% reported,edison,10,unknown,,2662,,,1187,1003,1293,93,200,44,40,62,42,110,31,19,15,8,13,10,4,9,3,3,,780,794,906,48,133,24,33,47,22,96,17,13,10,3,10,5,3,3,2,2,,2020-11-24T13:26:50Z,2.53044,R+3,Collins +3,republican,georgia,2020-12-04T11:16:25.138358Z,,,,
13273,Terrell,4348,3120,5,6,Merged into voters' home precincts and released with cumulative results,98,4416,98%,98% reported,edison,10,unknown,,3389,,,1058,1508,824,27,384,39,71,93,32,117,20,42,42,18,11,13,14,14,17,4,,708,1213,569,11,252,26,46,63,16,86,9,30,29,9,8,11,11,8,13,2,,2020-11-24T13:26:50Z,10.34959,D+10,Warnock +10,democrat,georgia,2020-12-04T11:16:25.138358Z,,,,
13275,Thomas,21253,17131,20,20,None,97,21853,97%,97% reported,edison,10,unknown,,17408,,,5725,3809,5759,293,1953,418,557,692,277,567,282,229,111,109,120,78,59,69,112,34,,4567,3216,4615,211,1582,335,449,583,209,460,210,177,88,67,82,61,41,51,102,25,,2020-11-24T13:26:50Z,0.15998,R+0.16,Collins +0.16,republican,georgia,2020-12-04T11:16:25.138358Z,,,,
13277,Tift,15987,12152,11,12,Released as a precinct as first report of the night,98,16283,98%,98% reported,edison,10,all,,12083,,,5603,3284,4473,147,713,176,200,289,136,359,113,100,79,89,67,36,30,42,34,17,,4194,2622,3431,101,513,111,163,214,86,272,75,70,61,60,60,24,23,32,30,10,,2020-11-24T13:26:50Z,7.06824,R+7,Loeffler +7,republican,georgia,2020-12-04T11:16:25.138358Z,,,,
13279,Toombs,10651,8288,5,5,Released as a precinct as first report of the night,98,10914,98%,98% reported,edison,10,unknown,,6590,,,3456,1760,3503,315,456,159,116,175,139,183,102,40,33,53,43,41,18,21,21,17,,2701,1446,2796,202,343,100,92,140,85,133,64,25,24,23,29,30,15,12,17,11,,2020-11-24T13:26:51Z,0.44127,R+0.44,Collins +0.44,republican,georgia,2020-12-04T11:16:25.138358Z,,,,
13281,Towns,7847,6737,3,3,None,98,7979,98%,98% reported,edison,10,unknown,,7256,,,2036,1017,3999,45,168,80,27,163,48,43,60,31,17,29,23,16,10,16,12,7,,1738,943,3406,27,148,64,23,146,32,41,44,27,15,20,19,7,8,12,11,6,,2020-11-24T13:26:51Z,25.01593,R+25,Collins +25,republican,georgia,2020-12-04T11:16:25.138358Z,,,,
13283,Treutlen,2965,2434,2,2,Released with cumulative results periodically election night,96,3077,96%,96% reported,edison,10,unknown,,2098,,,965,551,917,38,173,50,43,51,30,46,24,11,10,9,20,10,7,3,4,3,,767,483,761,28,150,35,39,41,19,40,18,7,7,4,15,10,4,2,2,2,,2020-11-24T13:26:51Z,1.61889,R+1.6,Loeffler +1.6,republican,georgia,2020-12-04T11:16:25.138358Z,,,,
13285,Troup,29538,22009,14,14,None,98,30059,98%,98% reported,edison,10,unknown,,20235,,,9163,7472,7383,256,1749,376,427,616,259,581,332,183,144,156,106,78,66,63,72,56,0,6831,5810,5655,167,1218,254,286,430,147,403,205,122,99,94,65,52,49,31,60,31,0,2020-11-24T13:26:51Z,5.72483,R+6,Loeffler +6,republican,georgia,2020-12-04T11:16:25.138358Z,,,,
13287,Turner,3717,3016,3,3,None,98,3792,98%,98% reported,edison,10,all,,3227,,,1310,866,856,36,198,37,59,65,31,93,24,30,25,25,16,15,4,15,10,2,,1113,687,721,27,130,31,42,50,20,73,22,19,19,13,14,7,3,13,10,2,,2020-11-24T13:26:51Z,11.94512,R+12,Loeffler +12,republican,georgia,2020-12-04T11:16:25.138358Z,,,,
13289,Twiggs,4344,3083,4,5,Released as a precinct as first report of the night,98,4444,98%,98% reported,edison,10,unknown,,2886,,,1271,1508,909,31,211,39,68,64,34,62,20,32,30,17,13,14,4,5,9,3,,806,1212,618,22,150,24,43,44,17,46,11,25,24,7,9,10,2,2,9,2,,2020-11-24T13:26:51Z,5.4558,D+5,Warnock +5,democrat,georgia,2020-12-04T11:16:25.138358Z,,,,
13291,Union,15362,11675,11,11,Merged into voters' home precincts AFTER election night,99,15592,>98%,>98% reported,edison,10,all,,11110,,,3945,1904,8100,96,286,160,47,240,91,61,105,49,42,72,33,24,32,17,35,23,,2936,1708,5951,54,250,111,36,199,62,48,72,37,37,45,25,17,27,13,31,16,,2020-11-24T13:26:51Z,27.04726,R+27,Collins +27,republican,georgia,2020-12-04T11:16:25.138358Z,,,,
13293,Upson,12723,10714,4,4,None,99,12905,>98%,>98% reported,edison,10,unknown,,9845,,,4239,3079,3639,110,458,175,174,168,97,135,115,66,40,70,30,35,23,29,26,15,,3602,2666,3120,90,347,118,132,130,71,108,88,53,33,44,22,26,16,20,20,8,,2020-11-24T13:25:52Z,4.71587,R+5,Loeffler +5,republican,georgia,2020-12-04T11:16:25.138358Z,,,,
13295,Walker,28536,22256,10,11,Released as a precinct as first report of the night,97,29436,97%,97% reported,edison,10,some,,18011,,,12258,2113,7704,633,1022,789,299,928,529,261,580,182,144,295,144,112,105,211,153,74,,9580,1799,6024,467,851,583,242,743,364,201,394,137,119,178,92,70,76,153,135,48,,2020-11-24T13:25:36Z,15.95879,R+16,Loeffler +16,republican,georgia,2020-12-04T11:16:25.138358Z,,,,
13297,Walton,50408,38995,21,21,Other,99,50812,>98%,>98% reported,edison,10,unknown,,26750,,,22813,8443,12381,430,1722,618,494,667,430,535,446,219,189,417,150,97,93,115,67,82,,17178,7149,9689,301,1336,446,379,534,278,426,292,161,158,248,98,67,59,79,58,59,,2020-11-24T13:25:52Z,20.69513,R+21,Loeffler +21,republican,georgia,2020-12-04T11:16:25.138358Z,,,,
13299,Ware,13748,10761,12,12,Other,96,14296,96%,96% reported,edison,10,all,,9136,,,3295,1748,5305,322,929,281,362,321,169,348,158,117,64,72,64,44,29,39,54,27,0,2483,1588,3995,229,799,204,293,262,109,298,117,95,61,32,48,30,23,28,46,21,0,2020-11-24T13:25:39Z,14.62031,R+15,Collins +15,republican,georgia,2020-12-04T11:16:25.138358Z,,,,
13301,Warren,2584,2129,1,1,Other,96,2681,96%,96% reported,edison,10,unknown,,1914,,,631,817,445,8,246,19,72,63,16,88,13,22,18,8,10,11,6,3,83,5,0,528,678,382,7,179,17,57,48,14,68,13,17,12,6,8,9,4,1,78,3,0,2020-11-24T13:25:40Z,7.19814,D+7,Warnock +7,democrat,georgia,2020-12-04T11:16:25.138358Z,,,,
13303,Washington,9197,6675,8,8,None,97,9459,97%,97% reported,edison,10,unknown,,6994,,,2376,3046,1911,43,754,63,178,143,62,271,68,50,55,18,18,23,25,25,56,12,,1613,2387,1360,21,561,36,132,106,33,190,45,38,40,8,10,14,18,15,42,6,,2020-11-24T13:25:53Z,7.28498,D+7,Warnock +7,democrat,georgia,2020-12-04T11:16:25.138358Z,,,,
13305,Wayne,12473,9562,11,12,None,98,12778,98%,98% reported,edison,10,all,,8427,,,4791,1660,4015,265,378,225,146,171,238,110,146,56,54,60,36,31,23,26,15,27,,3594,1391,3089,190,313,168,111,131,152,88,104,45,40,37,27,20,16,16,12,18,,2020-11-24T13:25:53Z,6.22144,R+6,Loeffler +6,republican,georgia,2020-12-04T11:16:25.138358Z,,,,
13307,Webster,1359,1082,1,1,Released as a precinct as first report of the night,98,1390,98%,98% reported,edison,10,unknown,,994,,,324,443,362,8,86,7,18,25,7,29,9,10,10,1,2,2,2,8,6,0,0,264,348,300,6,64,4,13,19,4,26,6,5,8,0,1,0,2,6,6,0,0,2020-11-24T13:25:53Z,5.96026,D+6,Warnock +6,democrat,georgia,2020-12-04T11:16:25.138358Z,,,,
13309,Wheeler,2228,1608,2,2,None,98,2285,98%,98% reported,edison,10,unknown,,293,,,688,460,694,51,98,46,17,31,34,34,18,12,7,7,8,7,5,5,6,0,,490,339,520,40,65,37,13,22,17,21,8,7,5,4,6,5,3,2,4,0,,2020-11-24T13:25:45Z,0.2693,R+0.27,Collins +0.27,republican,georgia,2020-12-04T11:16:25.138358Z,,,,
13311,White,14646,10785,11,11,Released as a precinct at the end of tabulation,99,14816,>98%,>98% reported,edison,10,all,,8221,,,4033,1604,7571,95,260,152,50,209,114,61,153,33,35,114,40,26,29,27,12,28,,2885,1365,5520,57,205,95,41,168,78,47,89,28,25,66,29,17,22,18,10,20,,2020-11-24T13:25:54Z,24.15677,R+24,Collins +24,republican,georgia,2020-12-04T11:16:25.138358Z,,,,
13313,Whitfield,35593,23962,23,23,None,97,36746,97%,97% reported,edison,10,unknown,,18126,,,12905,3876,9455,500,2429,766,552,1314,555,661,657,356,256,328,176,181,160,184,178,104,,8436,2981,6326,296,1721,459,393,938,338,453,389,246,177,180,116,93,107,109,144,60,,2020-11-24T13:25:54Z,9.69292,R+10,Loeffler +10,republican,georgia,2020-12-04T11:16:25.138358Z,,,,
13315,Wilcox,3218,2204,6,6,None,98,3281,98%,98% reported,edison,10,unknown,,2054,,,1155,538,1051,47,122,31,31,48,22,70,21,13,17,10,12,14,5,8,1,2,0,799,365,751,33,78,19,21,28,8,34,14,10,11,6,8,10,3,5,1,0,0,2020-11-24T13:25:55Z,3.23182,R+3,Loeffler +3,republican,georgia,2020-12-04T11:16:25.138358Z,,,,
13317,Wilkes,4905,3707,6,7,None,98,5029,98%,98% reported,edison,10,unknown,,3725,,,1493,1257,1131,19,386,63,106,101,38,94,42,45,24,18,11,12,9,13,38,5,0,1120,1005,868,12,267,47,84,70,24,69,25,30,15,9,7,6,5,8,32,4,0,2020-11-24T13:25:55Z,4.81142,R+5,Loeffler +5,republican,georgia,2020-12-04T11:16:25.138358Z,,,,
13319,Wilkinson,4689,2869,9,9,Released as a separate subtotal as first report of the night,98,4770,98%,98% reported,edison,10,unknown,,2746,,,1407,1539,1057,29,228,54,88,57,27,52,16,36,28,14,14,16,10,12,3,2,0,732,1153,547,14,162,21,64,34,8,37,9,25,20,9,7,11,6,7,2,1,0,2020-11-24T13:25:55Z,2.8151,D+3,Warnock +3,democrat,georgia,2020-12-04T11:16:25.138358Z,,,,
13321,Worth,9129,5802,15,15,None,98,9286,98%,98% reported,edison,10,unknown,,5098,,,3541,1589,2774,77,315,126,72,102,88,146,65,50,32,31,27,33,15,14,17,15,0,2066,1226,1720,39,217,75,45,72,41,102,48,31,26,19,18,20,10,6,13,8,0,2020-11-24T13:25:49Z,8.4018,R+8,Loeffler +8,republican,georgia,2020-12-04T11:16:25.138358Z,,,,
04001,Apache,35124,24039,44,44,Released as a separate subtotal as first report of the night,100,35172,>98%,>98% reported,edison,10,all,,14686,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,0,2020-11-30T21:17:04Z,37.00604,D+37,Kelly +37,democrat,arizona,2020-12-04T11:16:28.665928Z,24050,11052,17022,7017
04003,Cochise,60086,48105,49,49,Released as a separate subtotal as first report of the night,99,60442,>98%,>98% reported,edison,10,all,,40322,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,0,2020-11-30T21:18:23Z,17.26026,R+17,McSally +17,republican,arizona,2020-12-04T11:16:28.665928Z,24843,35214,22401,25704
04005,Coconino,72845,60521,71,71,Released as a separate subtotal as first report of the night,99,73272,>98%,>98% reported,edison,10,all,,37503,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,0,2020-11-30T21:16:43Z,25.13007,D+25,Kelly +25,democrat,arizona,2020-12-04T11:16:28.665928Z,45561,27255,39898,20623
04007,Gila,27548,22673,39,39,Released as a separate subtotal as first report of the night,100,27662,>98%,>98% reported,edison,10,all,,22311,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,0,2020-11-30T21:19:20Z,29.91506,R+30,McSally +30,republican,arizona,2020-12-04T11:16:28.665928Z,9648,17889,8031,14642
04009,Graham,14813,10243,22,22,Released separately AFTER election night,99,14996,>98%,>98% reported,edison,10,all,,9380,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,0,2020-11-30T21:16:28Z,39.13454,R+39,McSally +39,republican,arizona,2020-12-04T11:16:28.665928Z,4506,10303,3237,7006
04011,Greenlee,3630,2572,8,8,Released as a separate subtotal as first report of the night,98,3688,98%,98% reported,edison,10,all,,2450,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,2020-11-30T21:16:19Z,22.64463,R+23,McSally +23,republican,arizona,2020-12-04T11:16:28.665928Z,1403,2225,1150,1422
04012,La Paz,7329,4417,11,11,Merged into voters' home precincts and released with cumulative results,98,7460,98%,98% reported,edison,10,all,,3932,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,2020-11-30T21:49:29Z,31.96889,R+32,McSally +32,republican,arizona,2020-12-04T11:16:28.665928Z,2492,4835,1652,2765
04013,Maricopa,2049297,1880052,743,743,Released as a separate subtotal as first report of the night,99,2068144,>98%,>98% reported,edison,10,all,,1489023,,,,,,,,,,,,,,,,,,,,,,,698,,,,,,,,,,,,,,,,,,,,,0,2020-11-30T21:24:06Z,3.9132,D+4,Kelly +4,democrat,arizona,2020-12-04T11:16:28.665928Z,1064396,984203,998951,881101
04015,Mohave,102822,78278,24,24,Released as a separate subtotal as first report of the night,98,104705,98%,98% reported,edison,10,all,,66610,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,0,2020-11-30T21:19:58Z,46.62913,R+47,McSally +47,republican,arizona,2020-12-04T11:16:28.665928Z,27414,75359,23639,54639
04017,Navajo,51369,35944,14,14,Merged into voters' home precincts and released with cumulative results,99,51783,>98%,>98% reported,edison,10,all,,28592,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,0,2020-11-30T21:15:44Z,4.97576,R+5,McSally +5,republican,arizona,2020-12-04T11:16:28.665928Z,24396,26952,17602,18342
04019,Pima,516631,451498,249,249,Released as a separate subtotal as first report of the night,99,520735,>98%,>98% reported,edison,10,all,,406810,,,,,,,,,,,,,,,,,,,,,,,172,,,,,,,,,,,,,,,,,,,,,0,2020-11-30T21:18:28Z,19.70943,D+20,Kelly +20,democrat,arizona,2020-12-04T11:16:28.665928Z,309142,207317,285349,166149
04021,Pinal,183238,146207,102,102,Released as a separate subtotal as first report of the night,99,185037,>98%,>98% reported,edison,10,all,,88536,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,0,2020-11-30T21:20:07Z,13.60744,R+14,McSally +14,republican,arizona,2020-12-04T11:16:28.665928Z,79114,104048,68096,78111
04023,Santa Cruz,19376,15521,24,24,Released as a separate subtotal as first report of the night,99,19561,>98%,>98% reported,edison,10,all,,11041,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,2020-11-30T21:14:45Z,41.30884,D+41,Kelly +41,democrat,arizona,2020-12-04T11:16:28.665928Z,13689,5685,11401,4120
04025,Yavapai,142089,124097,45,45,Released as a separate subtotal as first report of the night,99,143280,>98%,>98% reported,edison,10,all,,100553,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,0,2020-11-30T21:20:18Z,26.97464,R+27,McSally +27,republican,arizona,2020-12-04T11:16:28.665928Z,51852,90180,48715,75382
04027,Yuma,69120,58678,44,44,Released as a separate subtotal as first report of the night,99,69926,>98%,>98% reported,edison,10,all,,37798,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,0,2020-11-30T21:20:25Z,1.71152,R+1.7,McSally +1.7,republican,arizona,2020-12-04T11:16:28.665928Z,33961,35144,29550,29128
